time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
218.000,0.00,6.250,6.358,12.7156,98.7721,98.7396,96.4095,98.9158,12.7297
219.000,0.00,6.250,6.250,12.7468,98.7638,98.7308,96.4007,99.1400,12.7378
220.000,0.00,6.250,6.260,12.7209,98.7554,98.7222,96.3921,98.7984,12.7253
221.000,0.00,6.250,6.347,12.7458,98.7471,98.7136,96.3835,99.0825,12.7330
222.000,0.00,6.250,6.475,12.7265,98.7387,98.7049,96.3748,98.8417,12.7225
223.000,0.00,6.250,6.357,12.7100,98.7304,98.6962,96.3661,98.8306,12.7231
224.000,0.00,6.250,6.384,12.7101,98.7220,98.6875,96.3574,98.7496,12.7193
225.000,0.00,6.250,6.472,12.7327,98.7137,98.6789,96.3488,99.0425,12.7274
226.000,0.00,6.250,6.390,12.7207,98.7053,98.6702,96.3401,98.7253,12.7172
227.000,0.00,6.250,6.405,12.7387,98.6970,98.6615,96.3314,99.0939,12.7288
228.000,0.00,6.250,6.416,12.7185,98.6887,98.6528,96.3227,98.8698,12.7206
229.000,0.00,6.250,6.293,12.7236,98.6803,98.6441,96.3140,98.9596,12.7248
230.000,0.00,6.250,6.510,12.7348,98.6720,98.6354,96.3053,98.8705,12.7184
231.000,0.00,6.250,6.391,12.7146,98.6636,98.6266,96.2965,98.7349,12.7150
232.000,0.00,6.250,6.239,12.7125,98.6553,98.6179,96.2878,98.6825,12.7149
233.000,0.00,6.250,6.480,12.7299,98.6469,98.6093,96.2792,98.7953,12.7152
234.000,0.00,6.250,6.494,12.7054,98.6386,98.6005,96.2704,98.7749,12.7140
235.000,0.00,6.250,6.460,12.6992,98.6302,98.5919,96.2618,98.6549,12.7101
236.000,0.00,50.000,50.237,12.1163,98.6216,98.5829,96.2528,98.5761,12.1161
237.000,0.00,50.000,50.104,12.0764,98.5525,98.5134,96.1834,98.2586,12.0853
238.000,0.00,50.000,50.201,12.0586,98.4833,98.4441,96.1140,98.3486,12.0660
239.000,0.00,50.000,50.058,12.0212,98.4142,98.3747,96.0446,98.0553,12.0380
240.000,0.00,50.000,50.192,12.0091,98.3450,98.3053,95.9752,98.0579,12.0171
241.000,0.00,50.000,50.037,11.9796,98.2759,98.2359,95.9058,97.9197,11.9961
242.000,0.00,50.000,50.088,11.9865,98.2067,98.1665,95.8364,97.9965,11.9804
243.000,0.00,50.000,50.131,11.9658,98.1376,98.0971,95.7670,97.7682,11.9553
244.000,0.00,31.250,31.438,12.1788,98.0686,98.0278,95.6977,97.6605,12.1880
245.000,0.00,31.250,31.499,12.1743,98.0257,97.9841,95.6540,97.7488,12.1842
246.000,0.00,31.250,31.264,12.1714,97.9828,97.9404,95.6103,97.7262,12.1808
247.000,0.00,31.250,31.375,12.1641,97.9398,97.8966,95.5666,97.6209,12.1703
248.000,0.00,31.250,31.358,12.1530,97.8969,97.8530,95.5229,97.6183,12.1651
249.000,0.00,31.250,31.461,12.1709,97.8540,97.8093,95.4792,97.5746,12.1572
250.000,0.00,31.250,31.487,12.1474,97.8111,97.7656,95.4355,97.2862,12.1424
251.000,0.00,31.250,31.435,12.1342,97.7682,97.7219,95.3918,97.4703,12.1448
252.000,0.00,31.250,31.237,12.1298,97.7253,97.6782,95.3481,97.3265,12.1382
253.000,0.00,31.250,31.394,12.1447,97.6824,97.6345,95.3045,97.3392,12.1325
254.000,0.00,31.250,31.517,12.1065,97.6394,97.5908,95.2608,97.2907,12.1253
255.000,0.00,31.250,31.259,12.1245,97.5965,97.5471,95.2170,97.2480,12.1237
